SK_ID_CURR,TARGET
100001,0.02630836473979145
100005,0.12551163917868963
100013,0.022205766161754088
100028,0.032289994389066434
100038,0.15447948426746483
100042,0.052417550653932346
100057,0.008283193813634028
100065,0.02302458358286165
100066,0.008702490356490905
100067,0.07552406014111468
100074,0.04003972377025085
100090,0.025029423130580927
100091,0.17473079791521953
100092,0.0440750094635627
100106,0.04092514943352661
100107,0.12117907607127273
100109,0.03940218136961665
100117,0.02544878117697282
100128,0.1297857221154861
100141,0.027916543971476984
100150,0.035504387880028604
100168,0.009431440957760462
100169,0.057197156857170625
100170,0.3007151179047858
100171,0.05182223727222715
100172,0.0885674218378557
100184,0.0995822633875226
100187,0.08290803734691711
100212,0.022436024263560693
100222,0.04479445592277248
100223,0.02922715233112836
100232,0.00890670285015294
100241,0.09939669464813584
100245,0.02332249007147929
100253,0.03337785878239212
100256,0.07098846687309757
100271,0.013325407995399288
100278,0.35913506240299586
100280,0.010550351500281434
100306,0.19764461063291539
100311,0.05482680170731215
100312,0.020371069553206524
100330,0.0869510321201323
100331,0.01584053885956145
100352,0.232944539221537
100358,0.09297329908646917
100367,0.018969529703817024
100382,0.1337601325828566
100384,0.17516859138536633
100385,0.08885637113799197
100386,0.05071880235065203
100399,0.03204949966996563
100404,0.03175965910684442
100416,0.013821764575833879
100422,0.03136451730140852
100426,0.03722297469912194
100438,0.026669829584698615
100444,0.12003101989428518
100445,0.1312647823406201
100446,0.09505086799361794
100447,0.01802125664508769
100450,0.17882944255951203
100466,0.017474664485345525
100483,0.016250631942861117
100484,0.04372107843424903
100494,0.06333338436579337
100510,0.13016047866222036
100512,0.00967016662938147
100517,0.0271251856254346
100548,0.02785173275613912
100551,0.0415553725961405
100552,0.09149979196903227
100553,0.016090575922629257
100561,0.15028129876856194
100568,0.40031863537124324
100569,0.013283462907228975
100591,0.13007064967748688
100592,0.03375890494997317
100602,0.02676769742927204
100607,0.05638579885696328
100613,0.07669552683168053
100617,0.098448601474462
100618,0.09420058378996654
100622,0.05491313585028952
100625,0.08473680575864972
100677,0.09093295048714774
100699,0.0342485445032703
100702,0.27557239026941066
100711,0.04318339277567777
100729,0.10299594678655424
100740,0.22252251949049892
100744,0.15012282816773098
100745,0.03865789836781505
100747,0.09067474556091824
100751,0.3903905116534376
100752,0.032689917525950365
100753,0.16339971686692714
100754,0.2623713449579885
100760,0.033018593936305324
100762,0.09663631561274613
100763,0.04323707381794472
100765,0.02485244116654832
100770,0.11373895219059271
100772,0.02774367724978514
100777,0.02638372277414622
100791,0.013873893936984925
100792,0.009366445945371121
100797,0.017314096861889526
100823,0.022456983433470037
100826,0.021251070447170648
100830,0.034353843520197394
100836,0.21521082883356318
100872,0.0484430310172967
100910,0.044088028461845334
100913,0.08274398970160464
100918,0.023749369372821977
100931,0.011434667135065064
100952,0.02650710523176593
100953,0.02264514945570738
100965,0.14906977325708132
100970,0.02366729312858714
100982,0.17936593972857134
100983,0.24752331709601377
100984,0.05268103276877341
100987,0.029473703032076838
100997,0.06488891113279484
100998,0.17851697376371525
101002,0.029601335513463025
101005,0.14165135845618065
101008,0.41050045949226144
101020,0.03387062568301438
101021,0.07646707452121622
101024,0.04725783684841817
101025,0.2861926114225212
101026,0.04192074692575027
101031,0.014426109811898489
101041,0.015188498459764804
101051,0.0066988915784364075
101055,0.0614089262575612
101056,0.23827265505225925
101057,0.023605124013816266
101064,0.01711044349525827
101079,0.09426109177636041
101087,0.013065835972833999
101090,0.027896806922571578
101092,0.08438951894703393
101097,0.1381230027719727
101099,0.017928314866208567
101107,0.1434282421372765
101118,0.02888709986227802
101125,0.1209100516266864
101126,0.010526563296660841
101128,0.007154707694318091
101136,0.04544460380853029
101140,0.19772529723919507
101149,0.052719548589744786
101160,0.11772453177514043
101169,0.23428625919150947
101181,0.05220267492640652
101186,0.008743902550963823
101190,0.027090773750621064
101193,0.09560466268539704
101194,0.12860279238137995
101198,0.21736184960906557
101200,0.023375147707996265
101204,0.019812165545963135
101211,0.08515075916731207
101213,0.04651267004395632
101223,0.029115938663162477
101225,0.08979149572739557
101237,0.04492465400389391
101243,0.052427423020380434
101244,0.09389370814814588
101258,0.024575691910517904
101259,0.10964254709994697
101268,0.13776888990613126
101269,0.017584196693073765
101271,0.02128586682592134
101279,0.027966894180621024
101281,0.12011785752891802
101287,0.03064974302188852
101292,0.026238595360368773
101294,0.02573027848868762
101296,0.09027713500077736
101297,0.017411901264887994
101299,0.0204680846060025
101301,0.03084834574038532
101305,0.07024235462244338
101308,0.16023193587186918
101318,0.008703820425013149
101327,0.2747644295449605
101329,0.008616992423173342
101332,0.04527630268308076
101337,0.038131900384564085
101343,0.025106047220496253
101345,0.024166059316388815
101346,0.011520767672013103
101353,0.01479990319859346
101354,0.11580010834243729
101355,0.1213704479625985
101356,0.018165555015472172
101362,0.04760181309039628
101363,0.49636785993543375
101365,0.01576040369118734
101366,0.06902818752761895
101367,0.18861337132256994
101368,0.010182690231230036
101374,0.12490676387779631
101380,0.012748959826662857
101383,0.03654086024102566
101398,0.015361438780406057
101399,0.17522424327577182
101401,0.16734954972558672
101412,0.06045530814477502
101426,0.08240827652572268
101427,0.2668716889610605
101428,0.12252106158101789
101429,0.18290752443070687
101434,0.019695155901546024
101440,0.16126143634501156
101448,0.05716899798627762
101449,0.06778541842975118
101465,0.02508378187907595
101467,0.024112499371724785
101472,0.06303067793623018
101478,0.18306372044637653
101497,0.062068643841145126
101504,0.05099678227575153
101547,0.012368444320732235
101548,0.0887013032320823
101555,0.04767910495541637
101570,0.011103005633654071
101572,0.044886034517569465
101578,0.04306831233065622
101580,0.11805668435768664
101588,0.09473545912088706
101602,0.045639886653104984
101610,0.09477456664756956
101614,0.02823270467436906
101616,0.01646399632377252
101643,0.12761089690939
101644,0.03798577298275336
101649,0.025584162241486068
101650,0.046436636513510585
101665,0.015695247931192736
101667,0.10744959428244794
101669,0.06361824208442751
101674,0.10884829145644408
101675,0.007977270744007931
101678,0.10428530017268256
101682,0.014834872923199011
101686,0.03419588674666743
101697,0.2649213299607385
101700,0.3526729774983276
101711,0.027203919932489717
101714,0.028807686814698967
101715,0.29143069204767624
101728,0.033383919045168846
101732,0.051451068153341585
101757,0.11179977334464503
101758,0.03128938157333165
101759,0.04835535386557101
101762,0.01625136266122628
101764,0.05950152656722947
101780,0.18374169618976316
101784,0.011847622025928237
101789,0.015220829903464175
