id,y
10441,48.017517
10442,59.331787
10443,154.7043
10444,118.34635
10445,10.3588915
10446,41.235844
10447,303.41922
10448,13.953042
10449,39.56257
10450,24.036919
10451,18.346893
10452,113.189476
10453,256.4774
10454,24.666508
10455,114.21908
10456,13.496053
10457,33.213696
10458,512.98346
10459,31.072216
10460,843.0942
10461,30.006828
10462,26.589186
10463,98.590164
10464,642.5196
10465,68.68262
10466,1067.7971
10467,93.03157
10468,77.85942
10469,22.751875
10470,384.5892
10471,43.911327
10472,35.301403
10473,52.02331
10474,73.44878
10475,55.951912
10476,61.17081
10477,49.66521
10478,676.34344
10479,352.10376
10480,69.01788
10481,55.885094
10482,33.81953
10483,53.930805
10484,346.4022
10485,57.512188
10486,77.72015
10487,211.73972
10488,31.535118
10489,120.47015
10490,59.139973
10491,531.53033
10492,101.75234
10493,52.155293
10494,57.537724
10495,225.85039
10496,351.98203
10497,52.371243
10498,19.667128
10499,10.391534
10500,71.924934
10501,1054.8339
10502,78.50648
10503,26.491693
10504,13.704133
10505,85.17361
10506,42.8221
10507,135.82857
10508,33.39352
10509,80.82741
10510,43.193985
10511,35.283493
10512,102.58376
10513,30.956476
10514,82.18197
10515,64.81099
10516,73.47957
10517,70.979576
10518,57.90514
10519,42.121475
10520,77.12992
10521,41.885017
10522,25.64841
10523,581.1287
10524,23.500532
10525,59.151543
10526,11.351394
10527,15.80265
10528,55.53775
10529,23.200893
10530,14.231179
10531,14.497861
10532,628.6443
10533,38.984505
10534,46.580833
10535,47.311466
10536,38.44501
10537,95.781906
10538,288.68164
10539,91.30915
10540,21.344692
10541,57.26138
10542,1071.5878
10543,54.054535
10544,325.67297
10545,30.09533
10546,33.20527
10547,3179.409
10548,28.88893
10549,53.313274
10550,43.26721
10551,99.133766
10552,729.2555
10553,40.786
10554,74.53092
10555,1848.4044
10556,985.6155
10557,35.219837
10558,62.563877
10559,34.54094
10560,31.124369
10561,42.894848
10562,46.28661
10563,708.7765
10564,17.677792
10565,24.770727
10566,1141.5476
10567,16.97957
10568,27.860147
10569,365.94406
10570,815.2485
10571,2206.6577
10572,19.305958
10573,277.07535
10574,887.5755
10575,261.68176
10576,421.07663
10577,83.41733
10578,35.628487
10579,21.001497
10580,22.4822
10581,56.5194
10582,15.923636
10583,1160.0966
10584,16.974293
10585,473.1764
10586,19.152996
10587,2014.56
10588,5.1191936
10589,36.643173
10590,113.74297
10591,39.382328
10592,24.688227
10593,30.683977
10594,543.39685
10595,1192.4388
10596,378.34802
10597,304.61487
10598,19.107702
10599,572.041
10600,798.12524
10601,27.497034
10602,18.971283
10603,202.14032
10604,342.27808
10605,536.2204
10606,463.54425
10607,129.889
10608,338.34207
10609,154.4337
10610,55.638756
10611,120.46811
10612,36.616863
10613,23.677212
10614,23.258766
10615,809.07916
10616,18.697262
10617,48.53283
10618,58.130253
10619,108.57096
10620,143.20654
10621,108.65899
10622,930.68365
10623,24.60664
10624,23.974842
10625,911.52734
10626,24.923141
10627,34.114326
10628,633.8857
10629,222.51003
10630,1196.7843
10631,43.04972
10632,5.70063
10633,27.165543
10634,32.627426
10635,2081.4531
10636,9.529728
10637,56.291687
10638,55.25513
10639,18.484568
10640,11.211197
10641,135.11794
10642,65.730934
10643,60.466923
10644,33.59234
10645,52.26072
10646,241.81169
10647,45.206467
10648,715.34
10649,129.76205
10650,10.469721
10651,294.2605
10652,146.03249
10653,58.09921
10654,11.581072
10655,71.13065
10656,40.145317
10657,67.894264
10658,112.571556
10659,186.30356
10660,36.978516
10661,91.29918
10662,61.92801
10663,119.80715
10664,17.530506
10665,5.7820244
10666,39.07595
10667,170.96454
10668,125.31064
10669,73.09984
10670,14.808547
10671,15.4047575
10672,16.923103
10673,681.267
10674,165.71109
10675,605.09064
10676,60.86152
