10441,43.304466
10442,83.80135
10443,114.5835
10444,126.17677
10445,15.017225
10446,44.121494
10447,337.81088
10448,16.284073
10449,40.234245
10450,19.17242
10451,31.293167
10452,114.373604
10453,194.45638
10454,24.451479
10455,115.22869
10456,84.14719
10457,60.26156
10458,435.59302
10459,38.163006
10460,752.94055
10461,29.189438
10462,17.408594
10463,171.79158
10464,551.0462
10465,88.62661
10466,999.0459
10467,206.03305
10468,57.84042
10469,26.62557
10470,440.16373
10471,65.659904
10472,51.77855
10473,61.174408
10474,69.75113
10475,64.94996
10476,63.156567
10477,73.21503
10478,665.3989
10479,350.24878
10480,72.41634
10481,92.67124
10482,39.84386
10483,38.68685
10484,372.2884
10485,67.298904
10486,76.33352
10487,237.72057
10488,59.09663
10489,113.06524
10490,47.90703
10491,450.49963
10492,98.02895
10493,54.97807
10494,36.171375
10495,224.06319
10496,303.64685
10497,74.33389
10498,19.852064
10499,16.284073
10500,104.20269
10501,1387.0201
10502,78.890564
10503,23.913832
10504,15.017225
10505,62.134407
10506,27.622633
10507,132.18532
10508,39.22748
10509,104.38203
10510,32.99437
10511,35.10111
10512,150.2916
10513,34.967087
10514,73.12478
10515,66.07255
10516,72.214066
10517,95.57599
10518,55.277676
10519,37.457043
10520,80.9149
10521,52.818115
10522,36.961823
10523,425.54565
10524,25.35303
10525,61.37964
10526,40.17298
10527,22.413563
10528,42.29171
10529,20.280691
10530,23.265514
10531,16.284073
10532,472.09106
10533,40.906654
10534,45.952785
10535,47.959183
10536,28.282375
10537,91.10583
10538,273.1057
10539,105.10539
10540,28.88357
10541,46.51394
10542,1072.2012
10543,45.386444
10544,385.48428
10545,25.32118
10546,24.078056
10547,3735.6023
10548,24.067953
10549,52.3183
10550,35.239174
10551,72.0792
10552,731.4339
10553,37.566692
10554,163.62596
10555,1687.5134
10556,1025.1442
10557,48.18789
10558,54.821358
10559,30.92541
10560,59.334404
10561,75.15646
10562,47.612453
10563,589.85394
10564,17.254473
10565,20.786362
10566,1065.6989
10567,24.94941
10568,56.687046
10569,327.23578
10570,1627.5286
10571,2130.6409
10572,23.709778
10573,236.48296
10574,905.38635
10575,312.97415
10576,314.35394
10577,66.487175
10578,30.041965
10579,17.442467
10580,35.98067
10581,68.331795
10582,15.017225
10583,981.76355
10584,51.746952
10585,422.8501
10586,15.017225
10587,1746.1407
10588,18.58522
10589,45.82003
10590,159.051
10591,46.186455
10592,51.68407
10593,21.07368
10594,662.00665
10595,1287.0885
10596,293.62073
10597,339.67664
10598,17.442467
10599,503.86304
10600,874.92017
10601,29.835455
10602,21.676588
10603,221.44963
10604,429.03952
10605,819.1075
10606,486.28104
10607,175.76395
10608,272.67715
10609,188.74895
10610,68.24376
10611,109.61718
10612,24.439146
10613,30.750706
10614,18.23916
10615,824.7516
10616,18.412867
10617,57.087822
10618,75.1048
10619,185.33318
10620,180.48422
10621,169.14922
10622,1027.0763
10623,25.73956
10624,29.433767
10625,894.93353
10626,29.448174
10627,35.89909
10628,588.2467
10629,200.32933
10630,1291.8121
10631,34.692867
10632,20.855917
10633,24.863775
10634,21.597658
10635,1832.899
10636,16.175623
10637,43.68546
10638,83.86585
10639,22.12276
10640,16.175623
10641,93.89883
10642,58.942448
10643,44.82452
10644,30.241964
10645,47.429363
10646,250.88078
10647,56.687046
10648,659.13574
10649,153.697
10650,16.175623
10651,252.51198
10652,160.81934
10653,96.19291
10654,17.442467
10655,56.153996
10656,32.627666
10657,63.63068
10658,129.53064
10659,125.7536
10660,61.658367
10661,124.25442
10662,135.3181
10663,174.97185
10664,27.556105
10665,17.426826
10666,66.60685
10667,166.1403
10668,81.516556
10669,50.578552
10670,18.69367
10671,15.017225
10672,37.19384
10673,689.47034
10674,133.33607
10675,581.1669
10676,44.705765
10677,28.11841
10678,79.95797
10679,35.64892
10680,64.43355
10681,55.942417
10682,121.74247
10683,1748.3033
10684,217.37451
10685,287.99075
10686,461.72714
10687,119.148865
10688,303.09412
10689,52.28881
10690,65.67343
10691,561.45544
10692,21.833225
10693,19.678768
10694,1376.3374
10695,170.50699
10696,81.23478
10697,16.284073
10698,229.32005
10699,36.41643
10700,32.79429
10701,19.852064
10702,262.12344
10703,39.801746
10704,390.2047
10705,24.938177
10706,28.88357
10707,231.48068
10708,18.69367
10709,137.389
10710,247.25154
10711,525.0096
10712,16.284073
10713,926.2017
10714,575.7256
10715,1128.7019
10716,133.92392
10717,24.945906
10718,60.1311
10719,2117.337
10720,114.957245
10721,76.492096
