ID716,2.607719999092355
ID717,2.760774948396863
ID719,2.7675320334425604
ID720,2.8953392713753887
ID721,2.8528488125535847
ID722,2.823195221257025
ID723,3.032524213899421
ID724,2.5601049977564894
ID725,2.5082473047579326
ID727,2.4340372355788387
ID728,2.48637457041654
ID729,2.941243411011361
ID730,2.97826156239031
ID731,2.8210501401676207
ID732,3.057806345234223
ID733,2.9186625428051642
ID734,2.9183577321790892
ID735,2.5812886677112994
ID736,2.766748511613158
ID737,2.520257594279256
ID738,2.817979527961167
ID739,2.713160934297296
ID740,2.401290853022915
ID741,2.7732001799121977
ID742,2.222496315599441
ID743,2.9023368249185215
ID744,2.946394407523188
ID745,2.6258117774639524
ID746,3.0790933576830155
ID747,2.9292062994569843
ID749,2.8196683601317907
ID751,2.88278764500381
ID752,3.056876720454552
ID753,2.825627168489846
ID757,2.8697310460973235
ID759,2.7468737341349336
ID760,3.0931672859085406
ID761,2.9821352229114946
ID762,2.900046171734757
ID763,2.970775230805213
ID764,2.77339544261275
ID765,2.956776468280394
ID766,2.9503401047940803
ID768,3.146075896693061
ID769,7.369304245468678
ID770,3.021471160736788
ID771,3.390555191990633
ID772,2.9287634427317886
ID773,3.106424128523549
ID774,2.940009090863086
ID776,7.385371727351311
ID777,2.9333884240257286
ID778,2.8586976277215945
ID779,3.3335786272728067
ID781,7.474033267591233
ID783,3.2486465534061293
ID785,5.475119008544772
ID786,2.8149020459610368
ID787,2.914723075122753
ID788,2.919417119954149
ID790,2.7277299111367976
ID792,2.72670518526671
ID793,2.9705081409256104
ID797,2.724443694584057
ID798,2.877983425178805
ID801,2.761160422366087
ID802,2.7367987711457236
ID803,2.834039435077677
ID804,2.916267877764913
ID806,2.730129887591154
ID807,3.002748866884621
ID811,3.0785650051320697
ID812,2.943025504814909
ID813,3.0466750678430565
ID816,2.8084135136771367
ID817,2.815169729261585
ID818,2.8113633493911183
ID819,2.5750964075932634
ID820,3.0717550871527326
ID821,3.255122836648189
ID822,3.101441139033804
ID823,3.097039822055625
ID824,3.0804900604309715
ID825,2.8217971498555414
ID826,2.705871355063841
ID833,2.771319482329075
ID834,2.696857821897852
ID835,2.8775341652148434
ID838,2.9872183640322953
ID839,2.9197648034589716
ID841,2.9201550621247216
ID844,2.857454699542545
ID848,2.498483406665495
ID849,2.57495267227573
ID850,2.5889830694685827
ID851,2.567740620663159
ID852,2.6592095605532915
ID853,2.694334820330532
ID854,3.095661380606944
ID855,2.760716779090031
