userid,orderType
100000000371,0.119948689671
100000001215,0.0611238951624
100000001445,0.0579464106675
100000001575,1.00290056948
100000001601,0.0211738485719
100000001737,1.00203523767
100000001829,0.0827740315354
100000002055,0.0723263901215
100000002241,0.0716279099468
100000003067,0.0310439176166
100000004161,0.966773521998
100000004307,0.0683271421718
100000004855,0.930226725894
100000005055,0.0584428645961
100000005701,0.205146326211
100000006247,0.126127861418
100000006327,0.219511914352
100000006333,0.0336620235214
100000006397,0.0954387074627
100000007397,0.181345706285
100000007525,0.25590063571
100000007951,0.133520122206
100000007955,0.0675055933499
100000008131,0.114307788764
100000008427,0.157557881915
100000008745,0.0637518135113
100000009049,0.185444335729
100000009197,0.163789349099
100000009419,0.0768104252507
100000009629,0.0997491736323
100000009961,0.983557820562
100000010157,1.00524766599
100000011403,0.0295829434698
100000012993,0.112995245915
100000013089,0.146267393126
100000013205,0.0678597175871
100000013455,0.0871719451616
100000013591,0.152073938342
100000013861,0.104085638618
100000014191,0.14808961673
100000014963,0.142157025413
100000015053,0.0499160440153
100000015077,1.0239079136
100000015351,0.0994144394853
100000015659,0.996374213664
100000016411,0.0374362924044
100000016637,0.0463175645131
100000016665,0.199782474658
100000016715,0.0457103397539
100000016843,0.047044474115
100000017191,0.0252491124056
100000017255,0.0482829040116
100000017517,0.0490124762563
100000017533,0.0840158500252
100000018131,1.03849367997
100000018141,0.111690339228
100000018219,0.035842099093
100000018439,0.0480807149207
100000018651,0.0397904262196
100000018843,0.093201378663
100000019085,0.230519501146
100000019503,0.0252491124056
100000019777,0.0964435567767
100000019831,0.119551605373
100000019875,0.129341494784
100000020599,0.0696319109992
100000020705,0.180692766459
100000020839,0.247421534099
100000021007,0.0324556972803
100000021741,0.0675737255241
100000023031,0.137569178152
100000023341,0.0430636870806
100000023847,0.0272743648451
110020671228,0.992497715129
110100014968,0.229598240669
110100016420,0.0771874220215
110100016422,0.0292885293037
110100018261,0.151630801534
110100035666,0.135939437801
110100073025,0.285627231808
110100073927,1.04101052502
110100116029,0.13125439365
110100133766,0.102505591498
110100171523,0.171155495105
110100173226,0.141908860778
110100218469,0.0468104893456
110100235669,0.047150363719
110100316927,0.0861010094774
110100335267,0.0220327693709
110100371520,0.554164850336
110100373224,0.330790982493
110100412425,0.017180706836
110100418260,0.213493740261
110100418567,0.397097356761
110100471522,0.0369542408673
110100471527,0.3099372701
110100473324,0.161045446236
110100512827,0.163094960915
110100514267,0.22887644567
110100516521,0.174321474251
110100516723,0.218734984681
110100516929,1.00703402002
110100535662,0.141908860778
110100573222,0.42150304348
110100573627,0.0381872302839
110100614362,0.18126585757
110100614562,1.15134314586
110100618862,0.0846938202261
110100635761,0.10570950021
110100673622,0.281425258075
110100673828,0.141287245292
110100735369,0.101730560293
110100816922,0.0971467872205
110100818367,0.141908860778
110100835466,0.152580601289
110100835868,0.253534145492
110100871522,0.236137154371
110100873722,0.133021023581
110100933760,0.258072112644
110100973525,0.22887644567
110101018063,0.176856682492
110101018362,0.0891591822392
110101035263,0.0555826156857
110101071220,0.189609136912
110101071222,0.133906144643
110101071527,0.0429265265571
110101073025,0.191361777555
110101073225,0.207365540512
110101073822,0.0582715430224
110101112320,0.148058573238
110101114064,0.164478271351
110101114660,0.140054228602
110101118361,0.0423525896067
110101135467,0.0676475605031
110101173725,0.214076177081
110101210069,0.181016041506
110101212223,0.148058573238
110101215122,0.199218284799
110101216420,0.110360521392
110101216527,0.23137021291
110101216821,0.0266241908007
110101217027,1.07442239002
110101217820,0.127955837598
110101217824,0.73246657488
110101218861,1.00143072172
110101233064,0.18544895507
110101273629,0.180527463926
110101273724,0.0395327615667
110101273826,0.0512137771867
110101273925,0.179129331836
110101312122,0.121217463427
110101314164,0.0723515995247
110101316227,0.223115561384
110101316624,0.537745119299
110101335164,0.121217463427
110101335961,0.0550824947072
110101373120,0.264454498055
110101373626,0.0723515995247
110101410927,0.280181801565
110101416523,0.204444329155
110101416629,0.0832928987215
110101418269,0.182276667373
110101418763,0.0735702062031
110101433762,0.146548752568
110101435165,0.0636809530323
110101435360,0.20630499567
110101435465,0.0856649836205
110101471226,0.193364594544
110101473623,0.14281772113
110101512925,0.135066406479
110101516227,0.0465867944511
110101516323,0.0371781017059
110101518360,0.0468202345523
110101518560,0.0261386404211
110101535968,0.141907083278
110101610427,0.194721748254
110101610625,0.157162843635
110101610760,0.17303607223
110101610768,0.119545526282
110101612027,0.0670884166868
110101612064,0.120806796438
110101615728,0.164759458738
110101615828,0.159443673517
110101615925,0.134334854021
110101616227,0.0930502938987
110101616427,0.183281193968
110101616628,0.181391433186
110101616762,0.0110234853808
110101616863,0.0534418335498
110101616867,0.0754127155691
110101616966,0.14019630111
110101617522,0.208181885727
110101618860,0.0647585718048
110101618964,0.0497832428176
110101618967,0.0914584944077
110101673221,0.209022665123
110101673423,0.163150713132
110101712427,0.0553957595947
110101712621,0.07801452839
110101712622,0.208181885727
110101714266,0.0606299682532
110101714568,0.192147229683
110101716420,0.23685087915
110101718064,0.125861034731
110101718461,0.0473896839174
110101735567,0.0823071773535
110101771028,0.0460320407585
110101773127,0.189774486286
110101773722,0.199583119289
110101773820,0.0419317794576
110101810162,0.142646644708
110101810364,1.01847370994
110101810367,0.0779565071937
110101814963,0.163566510332
110101816628,0.0409020209284
110101816826,0.064376139074
110101816829,0.148428511827
110101818963,0.594346740629
110101833764,0.0898292463463
110101871022,0.0732373865599
110101871223,0.123088661843
110101873420,0.103160694979
110101912122,0.0930502938987
110101912224,0.189383334614
110101914166,0.016695914025
110101914465,0.194721748254
110101914466,0.100403087239
110101916529,0.0586043713329
110101916922,0.0574379793717
110101935966,0.0561735181749
110101973722,0.0517274141816
110102012425,0.166591571317
110102012824,0.0720168362467
110102012825,0.0934919557916
110102016124,0.0429108973763
110102016220,0.187744938126
110102033767,0.684102999269
110102035860,0.0898292463463
110102073126,0.0775079084478
110102073923,0.0343504846293
110102112525,0.0554344988776
110102116023,0.0838597546753
110102116124,0.030154413523
110102116228,0.0502495506231
110102116324,0.203184607345
110102118961,0.0895047118722
110102118969,0.0724513282235
110102173725,0.12242236916
110102218067,0.0534418335498
110102233767,0.621145103097
110102235866,0.41978112427
110102271522,0.182487690968
110102371027,0.0619549309116
110102416529,0.0516281307887
110102416629,0.56349585689
110102418265,0.0425066217282
110102435363,0.0553296008375
110102435468,0.0627137463599
110102473227,0.0453051994056
110102473722,0.192147229683
110102473726,0.182649237274
110102473823,0.198388231329
110102516823,0.0867377290605
110102518364,0.245148931316
110102571020,0.0773789427174
110102614469,0.189774486286
110102616024,0.0608149918323
110102616427,1.01497411106
110102616924,0.139762089712
110102618366,0.0833794192738
110102618561,0.0296160150313
110102618764,0.0835433196438
110102673627,0.0554344988776
110102712120,0.0574379793717
110102712123,0.119922147705
110102714366,0.532184083754
110102714469,0.066558921774
110102716420,0.117594120294
110102716620,0.335420459327
110102735360,0.276942856809
110102735561,0.118062322998
110102773624,0.131012464823
110102773927,0.0773099171973
110102812625,0.0412355568829
110102816320,0.0762537658506
110102816325,0.0751337771657
110102816721,0.0576176000151
110102835465,0.085504132695
110102835762,0.147339521434
110102871220,0.0677122868015
110102871228,0.195329895336
110102873020,0.104962759247
110102873026,0.189774486286
110102912126,0.0453384179583
110102912424,0.0553957595947
110102916926,0.208181885727
110102918660,0.972156776132
110102933067,0.0852132162292
110102971021,0.217275012723
110102973320,0.127805306653
110102973729,0.0930502938987
110102973924,0.0493316452462
110103010728,0.185124956876
110103018267,0.951736763068
110103018466,0.184878790897
110103018561,0.085504132695
110103035464,0.132056142007
110103073525,0.0521754307151
110103112829,0.139762089712
110103114566,0.156091507918
110103116221,0.0520155175623
110103118065,0.148462761162
110103118366,0.187744938126
110103118465,0.163566510332
110103118869,0.100403087239
110103171221,0.149820546887
110103171521,0.106106735369
110103212425,0.255845514781
110103212522,0.0535953888686
110103216621,0.147042644196
110103218368,0.0868302561817
110103218764,0.0949043497301
110103233860,0.256201665332
110103235660,0.085504132695
110103273729,0.260820230457
110103273822,0.0765522951049
110103310263,0.187744938126
110103314762,0.0970622484527
110103316323,0.404345991698
110103318065,0.0978778715598
110103318467,0.064376139074
110103318469,0.0576437726142
110103333868,0.0851012179731
110103373229,0.0957459186349
110103373621,0.0852006517549
110103373624,0.167504667238
110103410325,0.2074720645
110103412220,1.16892755238
110103412325,0.458781869897
110103414068,0.370847422195
110103414663,0.0978778715598
110103414867,0.208181885727
110103433064,0.0737031873427
110103433760,0.137461341753
110103435260,0.117594120294
110103471221,0.081635294918
110103471227,0.19336865112
110103510325,0.124118040938
110103512423,0.101881928303
110103518066,0.0619549309116
110103518463,0.070043370682
110103518661,0.0845838713142
110103535467,0.223558380344
110103612126,0.0594004589548
110103612224,0.0358150522599
110103616126,0.0656535967427
110103616424,0.56747455548
110103616921,0.0663977097894
110103633864,0.142454497301
110103714268,0.136263865811
110103714367,0.0773789427174
110103716621,0.0385594084455
110103716623,0.117628490976
110103718268,0.0761449172616
110103718464,0.174526688153
110103735161,0.119545526282
110103735266,0.103068580051
110103735669,0.100448731049
110103735767,0.115812296085
110103771527,0.130885244417
110103773926,0.130341039119
110103814960,0.132720023965
110103816326,1.13980106495
110103816921,0.170195732804
110103835563,0.0130949126725
110103914964,0.10688670473
110103918061,0.0751830363652
110103918664,0.168848274553
110103933761,0.118787354618
110103935165,0.176906900179
110103935264,0.0444672700162
110103935763,0.146503942652
110103971521,0.103288906276
110103973129,0.136361508762
110104012523,0.0546078250322
110104014167,0.187744938126
110104014560,0.214308904771
110104016624,1.01011537277
110104071022,0.056962139857
110104073426,0.175924544207
110104073726,0.0592420651204
110104073929,0.105079256105
110104112028,0.0621981083342
110104114567,0.23685087915
110104116822,0.136801342551
110104133069,0.0619549309116
110104135360,0.0373761372431
110104173022,0.0669892227218
110104173024,0.557036407752
110104173321,0.0851012179731
110104173427,0.117594120294
110104212326,0.0451258818266
110104212427,0.0775735038625
110104212629,0.0403553752147
110104214166,0.0267391197426
110104214366,0.190357437033
110104214666,0.170634104947
110104216028,0.193059447128
110104218764,0.0891788194006
110104235568,0.243209888947
110104235863,1.04790772331
110104235960,0.0930480496109
110104235969,0.0316726081826
110104273020,0.234668802236
110104312328,0.086867336256
110104316720,0.100403087239
110104318168,0.636309509301
110104333864,0.208181885727
110104335264,0.296589996793
110104335761,0.236225264543
110104371525,0.134773316799
110104373225,0.0542341923655
110104373524,0.0686123155662
110104373724,0.0653983851776
110104414562,0.192039884926
110104414566,0.117594120294
110104414963,0.205110547971
110104416321,0.27336016594
110104416323,0.0391299559258
110104418063,0.139991874617
110104418861,0.0472854478228
110104433063,0.230279079294
110104435869,0.236567405433
110104471220,0.24309831615
110104471527,0.0558369894727
110104473424,0.0773789427174
110104518869,0.0258248709224
110104573525,0.0884675950557
110104573729,0.239160144093
110104612025,0.148731849424
110104612521,0.0521974378133
110104614060,0.178716097903
110104616124,0.214806765005
110104618266,0.188824807693
110104618763,0.144925347742
110104633863,0.0751188911897
110104635166,0.117594120294
110104635360,0.0574379793717
110104635569,0.0752778737828
110104673129,1.03756629285
110104714167,0.1490984631
110104735161,0.0188390498
110104735462,0.0451528340406
110104735661,0.0945239988039
110104773629,0.0590997331702
