userid,orderType
100000000371,0.0777273774147
100000001215,0.0660422071815
100000001445,0.0800816342235
100000001575,0.99762314558
100000001601,0.0247117057443
100000001737,0.993611395359
100000001829,0.0604636445642
100000002055,0.0373169928789
100000002241,0.0832730308175
100000003067,0.0192037932575
100000004161,0.994844794273
100000004307,0.0541269481182
100000004855,0.997184455395
100000005055,0.036335863173
100000005701,0.179295912385
100000006247,0.0712217465043
100000006327,0.144837453961
100000006333,0.0238785743713
100000006397,0.066290281713
100000007397,0.216364294291
100000007525,0.363435506821
100000007951,0.100226201117
100000007955,0.0631879866123
100000008131,0.0710105448961
100000008427,0.156813591719
100000008745,0.117226272821
100000009049,0.220573693514
100000009197,0.104289069772
100000009419,0.0608380250633
100000009629,0.0957069173455
100000009961,0.996048152447
100000010157,0.997031331062
100000011403,0.0244733281434
100000012993,0.082415945828
100000013089,0.108853936195
100000013205,0.079657420516
100000013455,0.0786420181394
100000013591,0.155142664909
100000013861,0.088767029345
100000014191,0.17493493855
100000014963,0.10767468065
100000015053,0.0318046957254
100000015077,0.993048667908
100000015351,0.131057977676
100000015659,0.99694865942
100000016411,0.0515436753631
100000016637,0.0461390241981
100000016665,0.217617541552
100000016715,0.0482230447233
100000016843,0.0598511509597
100000017191,0.0262186378241
100000017255,0.0335950702429
100000017517,0.104526676238
100000017533,0.0519620291889
100000018131,0.996325552464
100000018141,0.0996064692736
100000018219,0.0241905618459
100000018439,0.0287741757929
100000018651,0.0227775964886
100000018843,0.145322263241
100000019085,0.323610663414
100000019503,0.0174959469587
100000019777,0.0707817301154
100000019831,0.0908152610064
100000019875,0.125520482659
100000020599,0.0508705973625
100000020705,0.129034817219
100000020839,0.24930755794
100000021007,0.093272484839
100000021741,0.0950067564845
100000023031,0.132489070296
100000023341,0.068663276732
100000023847,0.0177703909576
110020671228,0.996307969093
110100014968,0.13031513989
110100016420,0.110159918666
110100016422,0.0327421054244
110100018261,0.148025974631
110100035666,0.194459483027
110100073025,0.219594910741
110100073927,0.995306551456
110100116029,0.120832361281
110100133766,0.122089423239
110100171523,0.202122092247
110100173226,0.109735839069
110100218469,0.0583525076509
110100235669,0.0430795736611
110100316927,0.152088075876
110100335267,0.0280854459852
110100371520,0.432938158512
110100373224,0.335979223251
110100412425,0.223246008158
110100418260,0.30603325367
110100418567,0.610533118248
110100471522,0.0571146532893
110100471527,0.351348668337
