userid,orderType
100000000371,0.0836625248194
100000001215,0.0539744012058
100000001445,0.0682058483362
100000001575,0.995755434036
100000001601,0.0187536980957
100000001737,0.994731783867
100000001829,0.0955712497234
100000002055,0.0522142983973
100000002241,0.0702877119184
100000003067,0.0178330633789
100000004161,0.997320711613
100000004307,0.0800742208958
100000004855,0.995702326298
100000005055,0.0295374710113
100000005701,0.179663017392
100000006247,0.092749632895
100000006327,0.229064285755
100000006333,0.0223753340542
100000006397,0.0740586668253
100000007397,0.154451414943
100000007525,0.318349540234
100000007951,0.154988259077
100000007955,0.0897420570254
100000008131,0.129682809114
100000008427,0.166413575411
100000008745,0.0600527562201
100000009049,0.175776332617
100000009197,0.183386400342
100000009419,0.0549167729914
100000009629,0.0978805348277
100000009961,0.99712485075
100000010157,0.996930539608
100000011403,0.0329073928297
100000012993,0.138545766473
100000013089,0.125752404332
100000013205,0.0932923257351
100000013455,0.0978805348277
100000013591,0.156434193254
100000013861,0.12099339813
100000014191,0.194675609469
100000014963,0.157099530101
100000015053,0.0574343986809
100000015077,0.996373057365
100000015351,0.119973629713
100000015659,0.996601104736
100000016411,0.0708931908011
100000016637,0.0490207374096
100000016665,0.210686340928
100000016715,0.0511154197156
100000016843,0.0716370865703
100000017191,0.0250070765615
100000017255,0.042136978358
100000017517,0.0519602522254
100000017533,0.0814692825079
100000018131,0.998119771481
100000018141,0.0769215524197
100000018219,0.0299159884453
100000018439,0.0438448190689
100000018651,0.0400994345546
100000018843,0.111532248557
100000019085,0.267811685801
100000019503,0.0250070765615
100000019777,0.116465300322
100000019831,0.117300510406
100000019875,0.112840242684
100000020599,0.107497774065
100000020705,0.216428413987
100000020839,0.297438651323
100000021007,0.0511177182198
100000021741,0.067403152585
100000023031,0.141958758235
100000023341,0.0684951916337
100000023847,0.0240237955004
110020671228,0.994666218758
110100014968,0.200192213058
110100016420,0.135828316212
110100016422,0.0368921868503
110100018261,0.184433102608
110100035666,0.186694636941
110100073025,0.307219356298
110100073927,0.997956991196
